customer_id,monthly_spend,login_frequency,support_tickets,days_inactive,subscription_type,region,is_churned
1493,48,3,4,49,Premium,West,1
1494,249,10,2,11,Premium,North,0
1495,390,24,1,2,Premium,West,0
1496,156,2,7,50,Basic,West,1
1497,379,19,0,4,Premium,West,0
1498,163,17,3,9,Basic,West,0
1499,90,6,5,32,Basic,South,1
1500,176,15,1,13,Basic,East,0
1501,68,1,6,21,Basic,South,1
1502,347,27,1,4,Basic,East,0
1503,299,19,2,18,Standard,East,0
1504,373,25,1,8,Basic,West,1
1505,364,21,1,8,Basic,North,0
1506,194,15,3,15,Premium,West,0
1507,46,3,4,48,Premium,South,1
1508,52,3,7,38,Basic,East,1
1509,35,7,4,51,Basic,West,1
1510,152,5,7,45,Premium,West,1
1511,32,1,5,42,Premium,West,1
1512,137,9,1,23,Premium,South,1
1513,280,17,1,24,Premium,East,0
1514,362,23,1,1,Premium,North,0
1515,165,9,6,29,Premium,East,0
1516,176,6,4,58,Standard,East,1
1517,391,23,0,6,Premium,East,0
1518,223,9,1,20,Basic,North,0
1519,387,22,0,10,Standard,East,0
1520,301,19,0,1,Basic,North,0
1521,153,10,2,10,Premium,North,0
1522,239,18,2,23,Basic,North,1
1523,396,20,1,6,Basic,East,0
1524,252,10,3,11,Premium,South,0
1525,340,29,0,1,Premium,South,0
1526,160,9,1,20,Basic,West,0
1527,143,10,2,11,Basic,West,1
1528,177,10,2,22,Basic,West,1
1529,161,16,3,23,Basic,North,1
1530,441,20,1,7,Standard,West,0
1531,50,3,4,48,Premium,West,1
1532,97,9,3,22,Standard,North,1
1533,265,16,2,8,Standard,North,0
1534,225,18,2,19,Standard,West,0
1535,36,8,4,22,Basic,North,1
1536,453,19,1,5,Basic,East,1
1537,88,9,7,30,Basic,South,1
1538,210,8,2,8,Standard,West,0
1539,134,7,3,21,Basic,North,1
1540,276,20,1,6,Premium,North,0
1541,77,5,6,40,Basic,West,1
1542,180,13,2,9,Premium,West,0
1543,145,13,1,10,Standard,East,0
1544,300,22,0,2,Standard,South,0
1545,272,16,3,10,Standard,North,0
1546,124,9,2,14,Premium,West,0
1547,294,13,3,12,Standard,North,0
1548,495,18,1,7,Basic,East,0
1549,265,19,1,11,Standard,West,0
1550,58,9,6,28,Standard,North,1
1551,464,19,0,11,Standard,East,0
1552,134,11,1,12,Standard,South,0
1553,418,27,1,1,Premium,West,0
1554,256,21,1,4,Standard,West,0
1555,135,10,2,21,Standard,South,1
1556,52,9,7,36,Basic,South,1
1557,261,11,2,14,Standard,West,0
1558,170,1,4,28,Premium,East,1
1559,136,10,3,13,Premium,South,0
1560,220,9,1,11,Basic,West,1
1561,337,22,0,10,Basic,West,0
1562,246,8,3,23,Standard,West,1
1563,265,25,1,11,Premium,East,0
1564,40,2,5,55,Premium,South,1
1565,151,16,2,9,Premium,West,0
1566,430,23,0,3,Premium,West,0
1567,174,8,1,13,Premium,South,0
1568,45,9,4,26,Standard,North,1
1569,371,25,0,9,Standard,East,0
1570,261,15,2,23,Standard,South,0
1571,210,16,3,21,Standard,East,0
1572,145,16,3,15,Basic,South,0
1573,355,23,0,4,Premium,South,0
1574,130,8,3,11,Premium,East,0
1575,266,19,3,18,Premium,North,0
1576,148,9,3,19,Premium,West,0
1577,134,11,2,13,Standard,South,0
1578,339,20,0,11,Premium,South,0
1579,142,8,7,30,Basic,East,1
1580,69,6,4,54,Standard,North,1
1581,258,19,3,14,Basic,West,0
1582,175,7,3,40,Premium,West,1
1583,34,3,7,51,Basic,North,1
1584,260,12,2,15,Basic,South,0
1585,134,3,7,40,Standard,West,1
1586,216,15,3,24,Standard,East,0
1587,62,2,5,31,Basic,East,1
1588,185,9,3,24,Premium,North,0
1589,471,29,1,11,Premium,East,0
1590,179,6,5,43,Basic,South,1
1591,101,8,7,43,Basic,East,1
1592,417,28,1,5,Basic,West,0
1593,137,19,1,18,Premium,West,0
1594,243,14,3,9,Premium,West,0
1595,483,20,1,9,Standard,East,0
1596,43,8,4,27,Premium,North,0
1597,219,12,1,24,Premium,East,0
1598,191,14,3,22,Basic,North,0
1599,56,2,6,58,Standard,South,1
1600,172,9,2,11,Premium,North,0
1601,357,26,0,5,Premium,East,0
1602,86,4,5,30,Basic,West,1
1603,126,14,1,14,Standard,South,0
1604,225,10,2,16,Premium,East,0
1605,459,26,1,9,Basic,South,0
1606,197,19,1,14,Standard,South,0
1607,329,28,1,9,Premium,North,0
1608,166,5,5,33,Basic,East,1
1609,257,10,2,10,Premium,West,0
1610,295,9,2,13,Premium,East,0
1611,287,19,1,9,Premium,East,0
1612,21,1,4,53,Basic,East,1
1613,449,22,1,11,Standard,East,0
1614,25,8,7,38,Basic,South,1
1615,20,4,3,59,Standard,East,1
1616,136,15,1,17,Standard,East,0
1617,369,24,0,1,Basic,East,1
1618,173,11,2,10,Premium,South,0
1619,432,25,1,5,Premium,South,0
1620,127,14,3,10,Basic,East,1
1621,57,8,7,46,Standard,South,0
1622,283,29,0,0,Standard,South,0
1623,129,4,7,28,Standard,South,1
1624,232,12,2,12,Basic,East,0
1625,234,16,1,8,Basic,North,0
1626,165,15,2,16,Basic,West,1
1627,158,9,3,44,Premium,West,1
1628,367,21,0,4,Premium,South,0
1629,175,15,1,11,Standard,South,0
1630,261,25,0,3,Premium,East,0
1631,484,24,1,3,Premium,North,0
1632,271,28,1,0,Premium,West,0
1633,222,19,3,14,Standard,South,1
1634,109,8,3,53,Standard,West,1
1635,138,4,3,43,Premium,West,1
1636,379,19,1,11,Standard,West,0
1637,472,25,0,0,Basic,West,1
1638,159,5,3,42,Basic,North,1
1639,361,28,0,6,Standard,North,0
1640,150,12,2,18,Basic,South,0
1641,390,29,0,8,Basic,South,0
1642,296,24,0,5,Basic,East,0
1643,81,7,7,41,Standard,North,1
1644,458,21,0,0,Basic,East,0
1645,291,29,1,10,Standard,East,0
1646,170,1,5,48,Basic,West,1
1647,35,1,5,27,Standard,East,1
1648,430,26,1,9,Basic,West,0
1649,95,7,3,34,Premium,East,1
1650,289,19,1,14,Basic,South,0
1651,25,4,5,53,Standard,North,1
1652,181,12,2,23,Basic,East,1
1653,345,27,1,5,Premium,West,0
1654,387,25,0,11,Premium,West,0
1655,189,18,1,16,Standard,West,1
1656,470,23,1,5,Standard,North,0
1657,242,11,3,21,Standard,South,1
1658,94,6,3,50,Premium,South,1
1659,291,9,2,14,Standard,North,0
1660,81,7,3,22,Premium,North,1
1661,461,19,0,11,Basic,West,0
1662,277,8,3,17,Standard,North,0
1663,395,29,0,10,Premium,West,0
1664,426,21,0,6,Basic,South,0
1665,30,6,5,53,Basic,East,1
1666,264,15,2,19,Premium,North,0
1667,38,3,4,38,Basic,West,1
1668,265,25,1,1,Standard,West,0
1669,420,24,1,0,Premium,North,0
1670,157,7,3,55,Premium,North,1
1671,365,25,0,8,Premium,North,0
1672,212,14,1,14,Standard,South,0
1673,30,9,6,54,Standard,West,1
1674,477,29,0,6,Premium,West,0
1675,478,24,1,0,Premium,North,0
1676,448,28,0,1,Basic,East,0
1677,176,18,2,14,Premium,East,0
1678,278,19,0,6,Standard,West,0
1679,330,22,1,11,Basic,West,1
1680,351,25,0,4,Basic,East,0
1681,80,7,3,58,Basic,North,1
1682,356,28,0,1,Standard,West,0
1683,189,8,1,12,Standard,West,0
1684,49,7,3,44,Standard,South,1
1685,234,13,2,17,Basic,North,0
1686,96,5,6,20,Basic,East,0
1687,150,18,1,21,Basic,West,1
1688,273,12,1,9,Basic,West,0
1689,382,21,1,5,Standard,South,0
1690,137,5,3,45,Premium,South,1
1691,461,18,1,7,Standard,North,0
1692,398,25,1,11,Premium,South,0
1693,150,9,5,52,Standard,East,1
1694,205,19,2,21,Premium,South,0
1695,160,1,7,45,Standard,South,1
1696,240,15,3,22,Basic,South,1
1697,232,10,3,21,Premium,East,0
1698,164,8,3,40,Basic,West,1
1699,333,28,0,8,Basic,North,0
1700,323,28,1,5,Basic,East,1
1701,162,14,3,20,Premium,East,0
1702,184,13,2,16,Basic,North,0
1703,144,8,5,43,Premium,North,0
1704,225,8,2,11,Premium,East,0
1705,415,28,1,9,Basic,South,0
1706,448,28,1,3,Basic,South,0
1707,390,19,0,9,Basic,North,0
1708,147,7,7,29,Premium,West,1
1709,34,3,5,50,Premium,South,1
1710,305,28,0,3,Standard,West,0
1711,66,9,4,26,Standard,North,1
1712,101,4,3,43,Premium,South,1
1713,103,2,5,45,Standard,South,1
1714,213,17,1,18,Basic,West,0
1715,369,18,0,1,Basic,North,0
1716,310,24,0,7,Standard,South,0
1717,389,23,1,1,Premium,North,0
1718,145,1,6,24,Premium,East,1
1719,437,24,0,7,Premium,South,0
1720,145,9,2,21,Standard,North,1
1721,194,10,3,18,Standard,South,0
1722,100,6,4,47,Premium,South,1
1723,250,11,2,17,Basic,East,0
1724,294,17,2,17,Standard,West,0
1725,364,18,1,9,Premium,South,0
1726,200,15,3,14,Basic,East,0
1727,156,6,4,20,Standard,East,1
1728,172,10,1,11,Basic,West,0
1729,399,19,1,9,Basic,West,1
1730,153,3,7,35,Standard,North,1
1731,156,14,3,12,Basic,South,0
1732,441,27,1,7,Standard,South,0
1733,280,9,2,22,Standard,East,0
1734,331,28,0,9,Standard,East,0
1735,151,5,6,32,Basic,East,1
1736,165,8,4,52,Premium,South,1
1737,47,3,3,58,Premium,South,1
1738,84,5,3,34,Premium,South,1
1739,88,9,4,41,Premium,East,1
1740,90,8,6,44,Basic,East,1
1741,383,24,1,8,Premium,West,0
1742,298,18,0,11,Standard,North,0
1743,280,19,0,9,Basic,West,1
1744,98,8,4,55,Premium,East,0
1745,147,11,2,23,Basic,South,0
1746,70,8,4,56,Standard,South,1
1747,101,7,4,20,Premium,East,1
1748,184,11,1,17,Basic,North,0
1749,153,19,2,23,Basic,South,1
1750,180,17,2,8,Premium,North,0
1751,382,18,1,6,Standard,East,0
1752,226,8,1,9,Standard,South,0
1753,388,29,1,2,Premium,East,0
1754,183,8,3,16,Premium,South,0
1755,398,28,1,4,Premium,East,0
1756,164,4,3,21,Basic,East,1
1757,381,21,1,9,Standard,South,0
1758,28,6,6,29,Standard,South,1
1759,93,6,4,21,Standard,South,1
1760,281,27,1,11,Premium,South,0
1761,321,19,0,4,Premium,North,0
1762,193,12,2,22,Standard,North,0
1763,258,12,3,17,Standard,East,0
1764,407,26,1,2,Standard,North,0
1765,187,13,2,11,Standard,West,0
1766,131,7,3,38,Premium,West,1
1767,89,9,5,26,Standard,North,0
1768,41,9,5,50,Basic,West,1
1769,418,21,0,8,Basic,East,0
1770,263,16,1,10,Basic,North,0
1771,280,22,1,5,Basic,West,0
1772,178,16,2,13,Standard,West,0
1773,141,5,3,20,Premium,North,0
1774,151,3,4,30,Basic,West,1
1775,159,1,5,21,Premium,West,1
1776,48,2,6,33,Basic,East,1
1777,303,27,1,9,Premium,North,0
1778,459,26,0,2,Standard,North,0
1779,155,3,5,41,Standard,North,1
1780,264,10,1,19,Premium,East,1
1781,258,11,3,22,Basic,West,1
1782,155,4,5,59,Standard,East,1
1783,343,29,1,10,Standard,North,0
1784,103,4,5,32,Basic,East,1
1785,23,9,7,45,Basic,West,1
1786,326,24,1,9,Basic,East,0
1787,132,5,4,29,Premium,South,1
1788,77,9,3,33,Premium,North,1
1789,203,8,1,20,Premium,West,0
1790,166,9,1,18,Basic,North,0
1791,22,4,5,52,Standard,North,1
1792,195,9,3,21,Standard,South,1
1793,64,7,6,57,Basic,East,1
1794,291,18,1,9,Standard,North,0
1795,52,8,3,28,Premium,West,1
1796,336,22,0,8,Premium,North,0
1797,295,11,1,22,Basic,North,0
1798,380,23,1,3,Basic,West,0
1799,124,2,5,29,Standard,East,1
1800,130,1,5,46,Basic,South,1
1801,252,14,3,22,Basic,West,1
1802,350,24,1,3,Premium,West,0
1803,322,27,0,6,Premium,South,0
1804,142,14,3,23,Standard,South,1
1805,175,3,6,36,Standard,North,1
1806,265,10,1,20,Basic,North,0
1807,128,4,3,43,Standard,South,1
1808,147,9,4,55,Premium,South,1
1809,482,29,0,11,Premium,West,0
1810,343,29,1,4,Basic,West,1
1811,44,5,3,30,Basic,East,1
1812,145,2,3,54,Premium,West,1
1813,33,1,3,44,Basic,West,1
1814,318,22,0,2,Premium,East,0
1815,258,23,1,1,Standard,West,0
1816,149,1,4,44,Basic,East,1
1817,209,19,2,22,Premium,South,0
1818,102,8,4,21,Standard,South,0
1819,118,7,3,27,Basic,South,1
1820,187,12,2,8,Standard,East,0
1821,182,8,1,24,Basic,North,0
1822,179,4,7,21,Standard,South,1
1823,171,8,5,41,Premium,East,0
1824,290,28,1,8,Basic,West,1
1825,277,18,0,11,Premium,West,0
1826,478,19,0,5,Standard,South,0
1827,89,8,6,33,Premium,North,1
1828,323,23,1,6,Standard,North,0
1829,259,27,1,6,Standard,North,0
1830,56,7,5,34,Premium,East,1
1831,120,8,6,23,Standard,East,1
1832,125,7,7,59,Premium,South,1
1833,171,3,4,45,Standard,West,1
1834,265,23,0,8,Basic,South,0
1835,126,2,4,45,Premium,North,1
1836,279,24,0,5,Premium,South,0
1837,306,26,0,6,Premium,North,0
1838,150,3,3,40,Standard,West,1
1839,299,9,1,10,Standard,West,0
1840,115,6,7,40,Premium,West,1
1841,299,10,1,9,Basic,South,0
1842,327,20,0,5,Premium,West,0
1843,350,21,1,5,Premium,West,0
1844,211,14,3,16,Basic,East,0
1845,172,15,3,13,Basic,West,1
1846,207,18,3,20,Basic,South,1
1847,239,9,2,24,Basic,South,1
1848,486,28,0,3,Basic,South,0
1849,86,2,3,44,Basic,West,1
1850,145,15,3,8,Premium,North,0
1851,352,20,0,3,Premium,South,0
1852,170,15,2,22,Standard,West,0
1853,257,13,2,24,Premium,North,1
1854,49,5,5,50,Basic,East,1
1855,480,25,1,8,Premium,South,0
1856,128,8,3,55,Premium,West,0
1857,318,26,0,3,Premium,South,0
1858,66,9,7,30,Standard,North,1
1859,339,23,1,7,Premium,North,0
1860,23,1,4,35,Standard,North,1
1861,352,29,1,8,Premium,South,0
1862,275,19,1,10,Premium,East,0
1863,33,9,4,43,Standard,North,1
1864,489,24,1,1,Premium,North,0
1865,414,23,1,10,Basic,West,0
1866,45,1,6,48,Premium,West,1
1867,69,6,5,29,Premium,East,1
1868,100,4,4,40,Standard,North,1
1869,158,6,3,25,Basic,West,0
1870,75,6,7,46,Premium,West,1
1871,455,27,0,9,Basic,West,1
1872,83,7,4,29,Premium,East,1
1873,407,22,1,0,Basic,South,1
1874,152,13,1,20,Basic,South,0
1875,280,12,3,16,Basic,East,0
1876,426,25,0,7,Premium,East,0
1877,88,8,3,20,Basic,East,1
1878,279,17,2,10,Premium,East,0
1879,309,28,0,1,Premium,South,0
1880,264,19,2,11,Basic,South,0
1881,298,29,1,3,Standard,West,0
1882,162,16,2,11,Premium,West,0
1883,286,27,0,0,Basic,East,0
1884,496,21,1,7,Basic,North,1
1885,137,2,3,43,Standard,West,1
1886,164,9,6,34,Standard,West,0
1887,46,6,4,50,Basic,East,1
1888,295,26,0,2,Standard,North,0
1889,295,22,1,6,Basic,South,1
1890,71,7,3,50,Premium,East,1
1891,55,6,3,30,Premium,West,1
1892,124,6,7,46,Premium,West,1
1893,362,20,1,4,Basic,North,0
1894,166,1,7,45,Basic,East,1
1895,307,25,1,0,Standard,South,0
1896,420,22,1,0,Standard,South,0
1897,334,26,0,10,Standard,West,0
1898,263,18,2,17,Standard,North,0
1899,145,9,3,58,Basic,South,1
1900,177,4,7,38,Standard,North,1
1901,73,8,4,42,Premium,West,1
1902,150,8,2,23,Premium,East,0
1903,147,7,7,33,Standard,West,1
1904,356,20,0,10,Premium,North,0
1905,126,1,3,36,Standard,North,1
1906,142,13,2,12,Premium,North,0
1907,178,11,3,24,Premium,North,0
1908,445,24,0,11,Premium,West,0
1909,140,11,2,18,Standard,South,0
1910,132,8,7,23,Premium,South,1
1911,135,3,7,23,Standard,South,1
1912,357,20,1,9,Premium,East,0
1913,137,8,3,19,Premium,North,1
1914,316,22,0,8,Basic,West,0
1915,241,17,1,21,Basic,East,1
1916,280,13,3,16,Standard,North,0
1917,140,12,3,16,Premium,East,0
1918,287,25,0,8,Basic,North,0
1919,496,29,0,0,Standard,North,1
1920,495,20,1,0,Basic,West,1
1921,232,16,3,21,Basic,East,1
1922,346,23,0,11,Basic,South,0
1923,351,24,0,0,Basic,North,0
1924,278,16,2,8,Basic,South,0
1925,157,8,4,50,Basic,East,0
1926,133,4,4,47,Premium,West,1
1927,358,18,1,0,Basic,North,0
1928,239,10,1,14,Premium,North,0
1929,270,19,2,14,Standard,East,0
1930,132,8,6,23,Standard,North,1
1931,140,5,4,45,Basic,South,1
1932,288,23,1,9,Standard,North,0
1933,139,12,1,17,Premium,North,0
1934,192,10,3,16,Premium,South,0
1935,35,8,4,33,Premium,South,1
1936,171,9,7,21,Basic,South,1
1937,146,5,5,44,Basic,South,1
1938,452,18,1,4,Premium,East,0
1939,91,5,3,44,Basic,West,1
1940,251,20,1,3,Basic,North,1
1941,483,23,0,11,Basic,West,0
1942,445,21,0,6,Basic,North,1
1943,403,25,1,7,Standard,West,0
1944,414,26,0,10,Premium,East,0
1945,105,8,5,56,Standard,North,1
1946,52,7,7,31,Premium,North,1
1947,321,26,1,11,Basic,North,0
1948,138,11,2,8,Basic,South,1
1949,83,4,5,47,Premium,South,1
1950,99,4,3,38,Basic,West,1
1951,258,26,0,10,Standard,West,0
1952,64,8,4,52,Premium,East,0
1953,25,9,7,35,Basic,South,1
1954,101,1,5,27,Standard,East,0
1955,274,27,0,6,Standard,West,0
1956,201,9,1,8,Premium,East,0
1957,144,9,3,26,Premium,West,1
1958,82,9,5,35,Standard,West,1
1959,163,1,7,46,Premium,West,1
1960,191,15,1,19,Basic,North,0
1961,152,16,2,19,Standard,East,0
1962,297,14,3,11,Basic,South,0
1963,75,2,5,24,Standard,West,1
1964,142,14,2,20,Basic,West,0
1965,174,6,4,44,Basic,East,1
1966,60,2,7,41,Premium,East,1
1967,464,23,1,0,Premium,South,0
1968,251,25,1,4,Basic,South,1
1969,290,15,3,8,Standard,West,0
1970,23,5,7,50,Standard,South,1
1971,142,7,7,24,Premium,North,1
1972,92,6,3,38,Standard,East,1
1973,315,27,1,4,Standard,West,0
1974,96,8,5,37,Premium,North,1
1975,403,27,0,0,Basic,North,1
1976,196,8,3,15,Basic,East,1
1977,282,15,3,14,Standard,East,0
1978,420,18,1,5,Basic,North,0
1979,276,17,1,10,Standard,West,0
1980,392,18,0,10,Premium,North,0
1981,109,4,3,39,Premium,South,1
1982,124,12,2,21,Premium,South,1
1983,202,13,2,16,Premium,West,0
1984,179,13,2,23,Standard,North,0
1985,142,18,2,9,Standard,East,0
1986,96,3,4,38,Standard,West,1
1987,409,23,1,1,Standard,South,0
1988,167,14,3,24,Premium,East,1
1989,356,29,1,5,Premium,West,0
1990,256,17,2,23,Standard,South,1
1991,494,22,1,10,Standard,East,0
1992,321,25,1,11,Standard,South,0
1993,239,10,2,16,Premium,North,0
1994,365,29,0,1,Premium,West,0
1995,95,9,6,47,Standard,East,1
1996,419,23,0,1,Standard,South,0
1997,235,15,1,18,Standard,North,0
1998,76,7,3,51,Standard,North,1
1999,32,7,7,41,Standard,West,1
2000,167,12,2,10,Standard,West,0
2001,460,22,0,2,Basic,South,0
2002,157,2,6,44,Premium,South,1
2003,59,7,5,41,Basic,South,1
2004,40,1,5,38,Basic,West,1
2005,52,4,4,22,Basic,West,1
2006,482,20,1,5,Basic,North,1
2007,306,29,0,0,Premium,South,0
2008,143,12,1,17,Basic,West,0
2009,95,5,7,50,Basic,West,1
2010,149,9,3,10,Premium,North,0
2011,480,18,0,11,Basic,West,0
2012,75,5,5,21,Basic,South,1
2013,226,9,1,9,Standard,South,0
2014,225,13,1,10,Standard,South,0
2015,284,28,0,11,Standard,North,0
2016,274,21,1,3,Premium,East,0
2017,20,3,7,41,Premium,North,1
2018,264,16,2,10,Premium,North,0
2019,62,2,7,35,Standard,North,1
2020,294,21,0,9,Standard,North,0
2021,134,19,3,18,Premium,North,0
2022,131,7,7,59,Basic,East,1
2023,126,7,4,50,Premium,East,1
2024,374,25,1,8,Basic,East,0
2025,281,29,1,1,Basic,North,0
2026,146,9,4,27,Basic,West,1
2027,384,26,1,2,Basic,West,0
2028,456,19,1,3,Basic,North,0
2029,153,6,4,30,Premium,North,0
2030,465,29,0,5,Premium,South,0
2031,126,2,7,46,Standard,West,1
2032,365,23,0,11,Premium,West,0
2033,221,16,3,10,Premium,South,0
2034,300,20,0,6,Standard,West,0
2035,291,8,3,23,Basic,West,1
2036,111,8,5,22,Standard,West,1
2037,154,1,3,51,Basic,South,1
2038,275,24,0,10,Basic,East,0
2039,221,8,3,19,Standard,West,1
2040,137,4,5,36,Premium,South,1
2041,248,9,3,22,Standard,South,0
2042,261,11,1,20,Basic,North,1
2043,328,23,0,6,Premium,East,0
2044,454,23,0,7,Standard,South,0
2045,129,13,1,16,Standard,South,0
2046,490,25,1,11,Basic,West,0
2047,304,20,0,1,Standard,West,1
2048,384,27,0,7,Premium,South,0
2049,121,2,6,26,Premium,West,1
2050,499,24,1,7,Premium,South,0
2051,87,5,7,49,Premium,South,1
2052,273,12,3,10,Premium,North,0
2053,162,14,1,24,Basic,West,1
2054,60,6,7,48,Standard,West,1
2055,274,15,2,20,Standard,South,0
2056,412,23,1,8,Basic,West,0
2057,398,29,0,1,Premium,North,0
2058,250,10,3,17,Premium,South,0
2059,266,27,1,8,Standard,West,0
2060,299,11,1,9,Basic,South,0
2061,174,2,3,33,Basic,East,1
2062,390,21,0,11,Premium,North,0
2063,153,6,4,40,Basic,East,1
2064,142,10,2,16,Basic,North,0
2065,293,9,1,15,Basic,East,1
2066,158,2,5,48,Premium,East,1
2067,270,20,1,7,Premium,North,0
2068,29,7,3,20,Basic,South,1
2069,363,27,0,2,Basic,South,0
2070,81,5,5,20,Standard,South,1
2071,242,13,1,19,Basic,East,0
2072,341,18,0,5,Premium,North,0
2073,152,9,6,58,Premium,East,1
2074,299,11,2,22,Basic,West,0
2075,124,2,5,26,Premium,West,1
2076,264,11,2,9,Standard,South,0
2077,410,27,1,6,Premium,North,0
2078,435,19,1,9,Basic,West,0
2079,212,16,3,24,Premium,East,1
2080,133,4,3,35,Basic,West,1
2081,70,1,4,35,Premium,South,1
2082,269,11,2,13,Standard,West,0
2083,337,20,1,9,Premium,East,0
2084,440,18,1,10,Premium,South,0
2085,95,9,5,23,Standard,North,1
2086,387,20,0,9,Standard,West,0
2087,109,5,4,33,Basic,West,1
2088,431,28,1,0,Premium,South,0
2089,87,3,4,58,Basic,South,1
2090,166,6,3,37,Premium,West,1
2091,204,18,3,16,Premium,South,0
2092,177,9,7,55,Premium,South,1
2093,256,19,2,13,Premium,North,1
2094,446,21,1,5,Premium,East,0
2095,317,26,0,5,Standard,North,0
2096,457,27,0,9,Basic,East,0
2097,259,23,1,0,Standard,East,0
2098,242,15,3,22,Premium,North,0
2099,170,9,1,11,Standard,East,0
2100,67,8,5,54,Premium,North,1
2101,413,23,0,10,Premium,North,0
2102,214,8,1,24,Standard,North,0
2103,222,13,3,10,Basic,North,1
2104,84,4,6,37,Premium,North,1
2105,266,14,3,13,Premium,West,1
2106,474,20,0,4,Standard,South,0
2107,294,14,1,18,Basic,South,0
2108,136,8,6,52,Premium,East,1
2109,136,17,2,13,Basic,East,0
2110,56,2,4,35,Standard,North,1
2111,454,25,1,10,Premium,West,0
2112,372,20,0,1,Standard,South,0
2113,209,8,1,9,Premium,North,0
2114,247,11,3,23,Basic,East,0
2115,261,18,1,3,Basic,North,0
2116,141,5,4,53,Basic,South,1
2117,154,8,2,10,Premium,West,0
2118,178,18,3,13,Premium,North,0
2119,107,5,3,48,Premium,South,1
2120,215,12,3,12,Standard,West,0
2121,335,19,0,0,Basic,East,0
2122,143,9,1,22,Standard,South,1
2123,286,22,0,2,Premium,North,0
2124,299,14,2,11,Standard,South,0
2125,173,8,3,59,Premium,East,0
2126,127,12,2,19,Premium,South,0
2127,357,20,0,9,Standard,West,0
2128,267,12,1,14,Standard,North,0
2129,241,18,3,17,Standard,West,1
2130,119,3,3,28,Standard,South,1
2131,28,7,5,58,Basic,North,1
2132,158,5,4,39,Premium,North,1
2133,341,25,0,4,Basic,North,0
2134,259,17,3,15,Basic,West,1
2135,297,16,1,14,Premium,South,0
2136,247,13,3,12,Standard,East,0
2137,163,13,2,23,Basic,South,1
2138,444,24,1,10,Standard,West,0
2139,390,27,1,2,Premium,East,0
2140,206,10,3,19,Standard,West,0
2141,71,7,3,43,Standard,East,1
2142,129,5,7,38,Standard,West,1
2143,271,19,1,11,Basic,West,1
2144,181,13,1,21,Premium,East,0
2145,419,19,0,3,Basic,East,1
2146,136,9,1,18,Standard,West,0
2147,136,1,6,27,Premium,South,1
2148,227,12,2,23,Basic,East,0
2149,192,17,1,19,Basic,West,1
2150,396,28,0,4,Basic,West,0
2151,178,16,1,23,Premium,East,0
2152,253,12,1,11,Premium,North,0
2153,415,26,1,0,Basic,East,0
2154,298,8,1,22,Basic,West,1
2155,277,9,2,18,Standard,South,0
2156,476,24,1,2,Premium,West,0
2157,164,15,3,19,Standard,South,1
2158,178,6,6,47,Premium,West,1
2159,44,3,7,25,Standard,South,1
2160,202,11,3,16,Standard,East,0
2161,283,13,3,23,Basic,West,1
2162,430,23,1,6,Premium,North,0
2163,33,7,7,25,Standard,West,0
2164,302,19,0,11,Basic,North,0
2165,248,11,3,19,Standard,South,0
2166,464,28,1,9,Basic,East,0
2167,257,28,1,8,Standard,East,0
2168,446,21,1,11,Basic,East,0
2169,130,6,5,55,Basic,North,1
2170,242,12,1,23,Basic,North,0
2171,130,12,1,15,Standard,North,0
2172,147,10,3,22,Basic,North,1
2173,46,5,7,47,Basic,South,1
2174,63,1,3,35,Basic,North,1
2175,107,1,5,32,Premium,North,1
2176,75,9,4,54,Basic,West,1
2177,163,8,7,42,Standard,East,1
2178,159,8,2,21,Premium,East,1
2179,172,14,3,22,Premium,West,0
2180,253,14,1,19,Basic,East,0
2181,261,21,0,7,Premium,West,0
2182,41,1,4,58,Basic,East,1
2183,64,9,6,32,Standard,South,0
2184,220,14,1,16,Basic,West,0
2185,325,21,1,7,Basic,South,1
2186,145,1,6,53,Basic,South,1
2187,140,8,3,8,Standard,East,0
2188,485,20,0,5,Standard,North,1
2189,142,6,7,36,Premium,South,1
2190,169,8,7,36,Basic,East,1
2191,158,8,4,58,Standard,East,1
2192,297,26,0,1,Basic,East,0
2193,134,12,1,19,Premium,West,0
2194,156,13,3,17,Premium,North,0
2195,450,28,1,4,Basic,South,0
2196,481,26,0,4,Basic,North,0
2197,292,26,0,8,Premium,North,0
2198,341,21,0,3,Standard,North,0
2199,346,25,1,4,Basic,West,0
2200,337,28,1,6,Premium,North,0
2201,457,21,0,6,Premium,South,0
2202,291,18,2,24,Standard,North,0
2203,133,17,3,17,Premium,East,0
2204,146,14,1,16,Basic,West,0
2205,182,16,1,18,Standard,North,0
2206,136,4,7,24,Premium,West,1
2207,482,29,1,8,Basic,West,0
2208,251,9,2,10,Basic,West,1
2209,162,12,2,19,Basic,East,0
2210,175,2,5,22,Premium,West,1
2211,168,8,3,9,Premium,South,0
2212,88,3,5,47,Basic,East,0
2213,23,8,7,30,Premium,North,1
2214,28,1,3,22,Premium,West,0
2215,278,17,3,17,Basic,West,1
2216,83,6,5,29,Standard,West,1
2217,66,7,7,20,Premium,East,1
2218,396,25,1,11,Basic,East,0
2219,148,12,1,8,Basic,North,1
2220,22,3,4,53,Basic,West,1
2221,108,7,5,41,Basic,West,1
2222,415,20,0,2,Premium,West,0
2223,162,8,7,51,Standard,South,1
2224,262,26,0,0,Standard,East,0
2225,56,7,3,31,Premium,North,1
2226,163,10,2,19,Standard,East,0
